uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf
SP,Sporophila cinnamomea,NA,Sporophila cinnamomea,CR,FALSE
BA,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE
Brasil,Sporophila falcirostris,NA,Sporophila falcirostris,VU,FALSE
ES,Sporophila falcirostris,NA,Sporophila falcirostris,CR,FALSE
MG,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE
SP,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE
BA,Sporophila frontalis,NA,Sporophila frontalis,EN,FALSE
Brasil,Sporophila frontalis,NA,Sporophila frontalis,VU,FALSE
ES,Sporophila frontalis,NA,Sporophila frontalis,CR,FALSE
MG,Sporophila frontalis,NA,Sporophila frontalis,EN,FALSE
SP,Sporophila frontalis,NA,Sporophila frontalis,EN,FALSE
Brasil,Sporophila hypoxantha,NA,Sporophila hypoxantha,VU,FALSE
SP,Sporophila hypoxantha,NA,Sporophila hypoxantha,CR,FALSE
BA,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE
Brasil,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE
MG,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE
PA,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE
SP,Sporophila maximiliani,maximiliani,Sporophila maximiliani maximiliani,CR,TRUE
Brasil,Sporophila melanogaster,NA,Sporophila melanogaster,VU,FALSE
MG,Sporophila melanogaster,NA,Sporophila melanogaster,EN,FALSE
SP,Sporophila melanogaster,NA,Sporophila melanogaster,CR,FALSE
Brasil,Sporophila nigrorufa,NA,Sporophila nigrorufa,VU,FALSE
Brasil,Sporophila palustris,NA,Sporophila palustris,VU,FALSE
MG,Sporophila palustris,NA,Sporophila palustris,CR,FALSE
SP,Sporophila palustris,NA,Sporophila palustris,CR,FALSE
SP,Sporophila pileata,NA,Sporophila pileata,EN,FALSE
SP,Sporophila plumbea,plumbea,Sporophila plumbea plumbea,VU,TRUE
Brasil,Sporophila ruficollis,NA,Sporophila ruficollis,VU,FALSE
MG,Sporophila ruficollis,NA,Sporophila ruficollis,VU,FALSE
SP,Sporophila ruficollis,NA,Sporophila ruficollis,CR,FALSE
RJ,Sporophyla collaris,NA,Sporophyla collaris,EN,FALSE
RJ,Sporophyla falcirostris,NA,Sporophyla falcirostris,EN,FALSE
RJ,Sporophyla frontalis,NA,Sporophyla frontalis,EN,FALSE
SP,Squalus albicaudus,NA,Squalus albicaudus,CR,FALSE
RJ,Squatina guggenheim,NA,Squatina guggenheim,VU,FALSE
SP,Squatina guggenheim,NA,Squatina guggenheim,EN,FALSE
SP,Squatina occulta,NA,Squatina occulta,EN,FALSE
MG,Steindachneridion amblyurum,NA,Steindachneridion amblyurum,CR,FALSE
MG,Steindachneridion doceanum,NA,Steindachneridion doceanum,CR,FALSE
MG,Steindachneridion parahybae,NA,Steindachneridion parahybae,CR,FALSE
RJ,Steindachneridion parahybae,NA,Steindachneridion parahybae,EN,FALSE
SP,Steindachneridion parahybae,NA,Steindachneridion parahybae,CR,FALSE
MG,Steindachneridion punctatum,NA,Steindachneridion punctatum,CR,FALSE
SP,Steindachneridion punctatum,NA,Steindachneridion punctatum,EN,FALSE
MG,Steindachneridion scriptum,NA,Steindachneridion scriptum,CR,FALSE
SP,Steindachneridion scriptum,NA,Steindachneridion scriptum,VU,FALSE
Brasil,Stenocercus azureus,NA,Stenocercus azureus,EN,FALSE
SP,Stenocercus azureus,NA,Stenocercus azureus,EN,FALSE
Brasil,Stenocercus dumerilii,NA,Stenocercus dumerilii,VU,FALSE
PA,Stenocercus dumerilii,NA,Stenocercus dumerilii,EN,FALSE
Brasil,Sterna dougallii,NA,Sterna dougallii,VU,FALSE
Brasil,Sterna hirundinacea,NA,Sterna hirundinacea,VU,FALSE
SP,Sterna hirundinacea,NA,Sterna hirundinacea,VU,FALSE
SP,Sternarchella curvioperculata,NA,Sternarchella curvioperculata,EN,FALSE
SP,Sternarchorhynchus britskii,NA,Sternarchorhynchus britskii,EN,FALSE
SP,Sternula superciliaris,NA,Sternula superciliaris,EN,FALSE
Brasil,Stigmatura napensis,napensis,Stigmatura napensis napensis,VU,TRUE
MG,Strategus centaurus,NA,Strategus centaurus,EN,FALSE
SP,Strinatia brevipennis,NA,Strinatia brevipennis,VU,FALSE
Brasil,Strix huhula,albomarginata,Strix huhula albomarginata,VU,TRUE
SP,Strix huhula,albomarginata,Strix huhula albomarginata,VU,TRUE
SP,Strumigenys abditivata,NA,Strumigenys abditivata,VU,FALSE
SP,Strymon ohausi,NA,Strymon ohausi,EN,FALSE
MG,Stygichthys typhlops,NA,Stygichthys typhlops,CR,FALSE
Brasil,Stymphalornis acutirostris,NA,Stymphalornis acutirostris,EN,FALSE
SP,Sublegatus modestus,modestus,Sublegatus modestus modestus,CR,TRUE
MG,Suiriri islerorum,NA,Suiriri islerorum,VU,FALSE
Brasil,Sula sula,NA,Sula sula,EN,FALSE
ES,Sula sula,NA,Sula sula,EN,FALSE
SP,Sympterygia acuta,NA,Sympterygia acuta,EN,FALSE
MG,Synallaxis cinerea,NA,Synallaxis cinerea,VU,FALSE
SP,Synallaxis hypospodia,NA,Synallaxis hypospodia,VU,FALSE
Brasil,Synallaxis infuscata,NA,Synallaxis infuscata,EN,FALSE
Brasil,Synallaxis kollari,NA,Synallaxis kollari,EN,FALSE
PA,Synallaxis rutilans,omissa,Synallaxis rutilans omissa,EN,TRUE
SP,Synallaxis scutata,scutata,Synallaxis scutata scutata,EN,TRUE
MG,Syndactyla dimidiata,NA,Syndactyla dimidiata,EN,FALSE
MG,Syndesus schuberti,NA,Syndesus schuberti,VU,FALSE
PA,Taczanowskia trilobata,NA,Taczanowskia trilobata,VU,FALSE
Brasil,Tangara cyanocephala,cearensis,Tangara cyanocephala cearensis,VU,TRUE
Brasil,Tangara fastuosa,NA,Tangara fastuosa,VU,FALSE
RJ,Tangara mexicana,NA,Tangara mexicana,VU,FALSE
Brasil,Tangara peruviana,NA,Tangara peruviana,VU,FALSE
SP,Tangara peruviana,NA,Tangara peruviana,VU,FALSE
Brasil,Tangara velia,signata,Tangara velia signata,VU,TRUE
PA,Tangara velia,signata,Tangara velia signata,EN,TRUE
RJ,Tangara velia,NA,Tangara velia,EW,FALSE
Brasil,Taoniscus nanus,NA,Taoniscus nanus,EN,FALSE
MG,Taoniscus nanus,NA,Taoniscus nanus,EN,FALSE
SP,Taoniscus nanus,NA,Taoniscus nanus,EW,FALSE
BA,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE
Brasil,Tapirus terrestris,NA,Tapirus terrestris,VU,FALSE
ES,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE
MG,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE
RJ,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE
SP,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE
SP,Taunayia bifasciata,NA,Taunayia bifasciata,VU,FALSE
BA,Tayassu pecari,NA,Tayassu pecari,EN,FALSE
Brasil,Tayassu pecari,NA,Tayassu pecari,VU,FALSE
ES,Tayassu pecari,NA,Tayassu pecari,EN,FALSE
MG,Tayassu pecari,NA,Tayassu pecari,CR,FALSE
RJ,Tayassu pecari,NA,Tayassu pecari,EN,FALSE
SP,Tayassu pecari,NA,Tayassu pecari,EN,FALSE
SP,Teius oculatus,NA,Teius oculatus,EN,FALSE
PA,Teleocichla cinderella,NA,Teleocichla cinderella,CR,FALSE
SP,Tembeassu marauna,NA,Tembeassu marauna,CR,FALSE
Brasil,Terenura sicki,NA,Terenura sicki,CR,FALSE
SP,Tetraglossula fucosa,NA,Tetraglossula fucosa,VU,FALSE
BA,Thalassarche chlororhynchos,NA,Thalassarche chlororhynchos,VU,FALSE
Brasil,Thalassarche chlororhynchos,NA,Thalassarche chlororhynchos,EN,FALSE
SP,Thalassarche chlororhynchos,NA,Thalassarche chlororhynchos,EN,FALSE
BA,Thalassarche melanophris,NA,Thalassarche melanophris,VU,FALSE
SP,Thalassarche melanophris,NA,Thalassarche melanophris,EN,FALSE
SP,Thalasseus acuflavidus,eurygnathus,Thalasseus acuflavidus eurygnathus,VU,TRUE
Brasil,Thalasseus maximus,NA,Thalasseus maximus,EN,FALSE
PA,Thalasseus maximus,NA,Thalasseus maximus,VU,FALSE
SP,Thalasseus maximus,maximus,Thalasseus maximus maximus,EN,TRUE
Brasil,Thalpomys cerradensis,NA,Thalpomys cerradensis,VU,FALSE
Brasil,Thalpomys lasiotis,NA,Thalpomys lasiotis,EN,FALSE
SP,Thalurania furcata,eriphile,Thalurania furcata eriphile,EN,TRUE
Brasil,Thalurania watertonii,NA,Thalurania watertonii,EN,FALSE
BA,Thamnodynastes almae,NA,Thamnodynastes almae,VU,FALSE
Brasil,Thamnomanes caesius,caesius,Thamnomanes caesius caesius,VU,TRUE
ES,Thamnomanes caesius,NA,Thamnomanes caesius,CR,FALSE
MG,Thamnomanes caesius,NA,Thamnomanes caesius,EN,FALSE
Brasil,Thamnophilus aethiops,distans,Thamnophilus aethiops distans,EN,TRUE
PA,Thamnophilus aethiops,incertus,Thamnophilus aethiops incertus,EN,TRUE
Brasil,Thamnophilus caerulescens,cearensis,Thamnophilus caerulescens cearensis,VU,TRUE
Brasil,Thamnophilus caerulescens,pernambucensis,Thamnophilus caerulescens pernambucensis,VU,TRUE
Brasil,Thamnophilus nigrocinereus,tschudii,Thamnophilus nigrocinereus tschudii,EN,TRUE
RJ,Thaptomys nigrita,NA,Thaptomys nigrita,VU,FALSE
ES,Thoropa lutzi,NA,Thoropa lutzi,EN,FALSE
ES,Thoropa petroliana,NA,Thoropa petroliana,CR,FALSE
Brasil,Thoropa petropolitana,NA,Thoropa petropolitana,EN,FALSE
RJ,Thoropa petropolitana,NA,Thoropa petropolitana,EN,FALSE
Brasil,Thoropa saxatilis,NA,Thoropa saxatilis,VU,FALSE
PA,Threnetes leucurus,NA,Threnetes leucurus,EN,FALSE
SP,Thrichomys apereoides,NA,Thrichomys apereoides,EW,FALSE
BA,Thripophaga macroura,NA,Thripophaga macroura,VU,FALSE
Brasil,Thripophaga macroura,NA,Thripophaga macroura,VU,FALSE
MG,Thripophaga macroura,NA,Thripophaga macroura,EN,FALSE
RJ,Thripophaga macroura,NA,Thripophaga macroura,EN,FALSE
RJ,Thunnus maccoyii,NA,Thunnus maccoyii,VU,FALSE
RJ,Thunnus obesus,NA,Thunnus obesus,VU,FALSE
SP,Thunnus thynnus,NA,Thunnus thynnus,EW,FALSE
Brasil,Thylamys macrurus,NA,Thylamys macrurus,EN,FALSE
Brasil,Thylamys velutinus,NA,Thylamys velutinus,VU,FALSE
SP,Thylamys velutinus,NA,Thylamys velutinus,EW,FALSE
RJ,Thyroptera tricolor,NA,Thyroptera tricolor,EN,FALSE
Brasil,Tigrisoma fasciatum,NA,Tigrisoma fasciatum,VU,FALSE
MG,Tigrisoma fasciatum,NA,Tigrisoma fasciatum,CR,FALSE
RJ,Tigrisoma fasciatum,NA,Tigrisoma fasciatum,EW,FALSE
SP,Tigrisoma fasciatum,fasciatum,Tigrisoma fasciatum fasciatum,CR,TRUE
Brasil,Tijuca condita,NA,Tijuca condita,VU,FALSE
BA,Tinamus solitarius,NA,Tinamus solitarius,EN,FALSE
ES,Tinamus solitarius,NA,Tinamus solitarius,CR,FALSE
MG,Tinamus solitarius,NA,Tinamus solitarius,EN,FALSE
RJ,Tinamus solitarius,NA,Tinamus solitarius,EN,FALSE
SP,Tinamus solitarius,NA,Tinamus solitarius,VU,FALSE
Brasil,Tinamus tao,NA,Tinamus tao,VU,FALSE
SP,Tithonophasma tithonus,NA,Tithonophasma tithonus,VU,FALSE
MG,Tithorea harmonia,caissara,Tithorea harmonia caissara,EN,TRUE
SP,Tithorea harmonia,caissara,Tithorea harmonia caissara,VU,TRUE
ES,Tithorea harmonica,caissara,Tithorea harmonica caissara,VU,TRUE
SP,Tivela mactroides,NA,Tivela mactroides,VU,FALSE
SP,Tivela ventricosa,NA,Tivela ventricosa,VU,FALSE
PA,Tolmomyias assimilis,paraensis,Tolmomyias assimilis paraensis,EN,TRUE
BA,Tolypeutes tricinctus,NA,Tolypeutes tricinctus,EN,FALSE
Brasil,Tolypeutes tricinctus,NA,Tolypeutes tricinctus,EN,FALSE
PA,Tolypeutes tricinctus,NA,Tolypeutes tricinctus,VU,FALSE
SP,Tonna galea,NA,Tonna galea,VU,FALSE
RJ,Touit melanonota,NA,Touit melanonota,VU,FALSE
BA,Touit melanonotus,NA,Touit melanonotus,CR,FALSE
Brasil,Touit melanonotus,NA,Touit melanonotus,VU,FALSE
ES,Touit melanonotus,NA,Touit melanonotus,EN,FALSE
SP,Touit melanonotus,NA,Touit melanonotus,VU,FALSE
RJ,Touit surda,NA,Touit surda,VU,FALSE
Brasil,Touit surdus,NA,Touit surdus,VU,FALSE
ES,Touit surdus,NA,Touit surdus,EN,FALSE
MG,Touit surdus,NA,Touit surdus,CR,FALSE
Brasil,Trichechus inunguis,NA,Trichechus inunguis,VU,FALSE
PA,Trichechus inunguis,NA,Trichechus inunguis,EN,FALSE
BA,Trichechus manatus,NA,Trichechus manatus,EW,FALSE
Brasil,Trichechus manatus,NA,Trichechus manatus,EN,FALSE
PA,Trichechus manatus,NA,Trichechus manatus,CR,FALSE
ES,Trichodactylus dentatus,NA,Trichodactylus dentatus,VU,FALSE
ES,Trichodactylus petropolitanus,NA,Trichodactylus petropolitanus,VU,FALSE
RJ,Trichomycterus albinotatus,NA,Trichomycterus albinotatus,VU,FALSE
RJ,Trichomycterus auroguttatus,NA,Trichomycterus auroguttatus,VU,FALSE
RJ,Trichomycterus goeldi,NA,Trichomycterus goeldi,?,FALSE
MG,Trichomycterus itacarambiensis,NA,Trichomycterus itacarambiensis,CR,FALSE
RJ,Trichomycterus mimonha,NA,Trichomycterus mimonha,VU,FALSE
RJ,Trichomycterus mirissumba,NA,Trichomycterus mirissumba,VU,FALSE
SP,Trichomycterus paolence,NA,Trichomycterus paolence,EN,FALSE
RJ,Trichomycterus paquequerensis,NA,Trichomycterus paquequerensis,VU,FALSE
RJ,Trichomycterus travassoi,NA,Trichomycterus travassoi,VU,FALSE
RJ,Trichomycterus trigutatus,NA,Trichomycterus trigutatus,VU,FALSE
SP,Trichomycterus triguttatus,NA,Trichomycterus triguttatus,CR,FALSE
RJ,Trichomycterus vermiculatus,NA,Trichomycterus vermiculatus,VU,FALSE
ES,Triclaria malachitacea,NA,Triclaria malachitacea,CR,FALSE
MG,Triclaria malachitacea,NA,Triclaria malachitacea,CR,FALSE
RJ,Triclaria malachitacea,NA,Triclaria malachitacea,VU,FALSE
SP,Trinomys dimidiatus,NA,Trinomys dimidiatus,VU,FALSE
Brasil,Trinomys eliasi,NA,Trinomys eliasi,VU,FALSE
RJ,Trinomys eliasi,NA,Trinomys eliasi,EN,FALSE
BA,Trinomys mirapitanga,NA,Trinomys mirapitanga,VU,FALSE
Brasil,Trinomys mirapitanga,NA,Trinomys mirapitanga,EN,FALSE
Brasil,Trinomys moojeni,NA,Trinomys moojeni,EN,FALSE
MG,Trinomys moojeni,NA,Trinomys moojeni,VU,FALSE
BA,Trinomys yonenagae,NA,Trinomys yonenagae,EN,FALSE
Brasil,Trinomys yonenagae,NA,Trinomys yonenagae,EN,FALSE
SP,Troglobius brasiliensis,NA,Troglobius brasiliensis,CR,FALSE
SP,Trogolaphysa aelleni,NA,Trogolaphysa aelleni,VU,FALSE
SP,Trogolaphysa hauseri,NA,Trogolaphysa hauseri,VU,FALSE
BA,Trogon collaris,NA,Trogon collaris,EW,FALSE
Brasil,Trogon collaris,eytoni,Trogon collaris eytoni,EN,TRUE
ES,Trogon collaris,NA,Trogon collaris,EN,FALSE
MG,Trogon collaris,NA,Trogon collaris,CR,FALSE
BA,Tropidodryas serra,NA,Tropidodryas serra,VU,FALSE
BA,Tropidophis grapiuna,NA,Tropidophis grapiuna,EN,FALSE
Brasil,Tropidophis grapiuna,NA,Tropidophis grapiuna,VU,FALSE
BA,Tropidurus erythrocephalus,NA,Tropidurus erythrocephalus,VU,FALSE
Brasil,Tropidurus erythrocephalus,NA,Tropidurus erythrocephalus,VU,FALSE
BA,Tropidurus hygomi,NA,Tropidurus hygomi,VU,FALSE
Brasil,Tropidurus hygomi,NA,Tropidurus hygomi,VU,FALSE
Brasil,Tropidurus imbituba,NA,Tropidurus imbituba,CR,FALSE
PA,Tropidurus insulanus,NA,Tropidurus insulanus,VU,FALSE
BA,Tropidurus mucujensis,NA,Tropidurus mucujensis,EN,FALSE
BA,Tropidurus psammonastes,NA,Tropidurus psammonastes,EN,FALSE
Brasil,Tropidurus psammonastes,NA,Tropidurus psammonastes,EN,FALSE
ES,Turdus fumigatus,NA,Turdus fumigatus,VU,FALSE
BA,Typhlops amoipira,NA,Typhlops amoipira,EN,FALSE
Brasil,Typhlops amoipira,NA,Typhlops amoipira,EN,FALSE
Brasil,Typhlops paucisquamus,NA,Typhlops paucisquamus,VU,FALSE
BA,Typhlops yonenagae,NA,Typhlops yonenagae,EN,FALSE
Brasil,Typhlops yonenagae,NA,Typhlops yonenagae,EN,FALSE
RJ,Uca vocator,NA,Uca vocator,VU,FALSE
RJ,Ucides cordatus,NA,Ucides cordatus,EN,FALSE
RJ,Upsilodus victori,NA,Upsilodus victori,VU,FALSE
BA,Uromacerina ricardinii,NA,Uromacerina ricardinii,VU,FALSE
PA,Uromacerina ricardinii,NA,Uromacerina ricardinii,VU,FALSE
BA,Urubitinga coronata,NA,Urubitinga coronata,CR,FALSE
Brasil,Urubitinga coronata,NA,Urubitinga coronata,EN,FALSE
SP,Urubitinga coronata,NA,Urubitinga coronata,CR,FALSE
SP,Vanellus cayanus,NA,Vanellus cayanus,EN,FALSE
MG,Veniliornis affinis,NA,Veniliornis affinis,CR,FALSE
SP,Veniliornis mixtus,cancellatus,Veniliornis mixtus cancellatus,CR,TRUE
Brasil,Vireo gracilirostris,NA,Vireo gracilirostris,VU,FALSE
BA,Vitreorana eurygnatha,NA,Vitreorana eurygnatha,EN,FALSE
SP,Voltinia sanarita,NA,Voltinia sanarita,EN,FALSE
Brasil,Wilfredomys oenax,NA,Wilfredomys oenax,EN,FALSE
SP,Wilfredomys oenax,NA,Wilfredomys oenax,EW,FALSE
Brasil,Xanthopsar flavus,NA,Xanthopsar flavus,VU,FALSE
SP,Xenodon histricus,NA,Xenodon histricus,EN,FALSE
SP,Xenodon nattereri,NA,Xenodon nattereri,EN,FALSE
Brasil,Xenohyla truncata,NA,Xenohyla truncata,EN,FALSE
Brasil,Xenops minutus,alagoanus,Xenops minutus alagoanus,VU,TRUE
Brasil,Xeronycteris vieirai,NA,Xeronycteris vieirai,VU,FALSE
MG,Xeronycteris vieirai,NA,Xeronycteris vieirai,VU,FALSE
Brasil,Xiphocolaptes carajaensis,NA,Xiphocolaptes carajaensis,VU,FALSE
Brasil,Xiphocolaptes falcirostris,NA,Xiphocolaptes falcirostris,VU,FALSE
MG,Xiphocolaptes falcirostris,franciscanus,Xiphocolaptes falcirostris franciscanus,EN,TRUE
Brasil,Xipholena atropurpurea,NA,Xipholena atropurpurea,VU,FALSE
ES,Xipholena atropurpurea,NA,Xipholena atropurpurea,CR,FALSE
RJ,Xipholena atropurpurea,NA,Xipholena atropurpurea,EN,FALSE
Brasil,Xiphorhynchus atlanticus,NA,Xiphorhynchus atlanticus,VU,FALSE
Brasil,Xiphorhynchus guttatus,gracilirostris,Xiphorhynchus guttatus gracilirostris,EN,TRUE
ES,Xiphorhynchus guttatus,NA,Xiphorhynchus guttatus,CR,FALSE
RJ,Xiphorhynchus picus,NA,Xiphorhynchus picus,VU,FALSE
Brasil,Xolmis dominicanus,NA,Xolmis dominicanus,VU,FALSE
SP,Yporangiella stygius,NA,Yporangiella stygius,VU,FALSE
SP,Zapteryx brevirostis,NA,Zapteryx brevirostis,EN,FALSE
SP,Zonia zonia,diabo,Zonia zonia diabo,EN,TRUE
MG,Zungaro jahu,NA,Zungaro jahu,CR,FALSE
SP,Zungaro jahu,NA,Zungaro jahu,EN,FALSE
