uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf,sinonimo_ou_erro
PA,Abapeba echinus,NA,Abapeba echinus,VU,FALSE,NA
ES,Abrawayaomys ruschii,NA,Abrawayaomys ruschii,CR,FALSE,NA
MG,Abrawayaomys ruschii,NA,Abrawayaomys ruschii,VU,FALSE,NA
BA,Aburria jacutinga,NA,Aburria jacutinga,EW,FALSE,NA
Brasil,Aburria jacutinga,NA,Aburria jacutinga,EN,FALSE,NA
MG,Aburria jacutinga,NA,Aburria jacutinga,CR,FALSE,NA
SC,Aburria jacutinga,NA,Aburria jacutinga,CR,FALSE,NA
SP,Aburria jacutinga,NA,Aburria jacutinga,CR,FALSE,NA
RJ,Acanthagrion taxaense,NA,Acanthagrion taxaense,EW,FALSE,NA
SC,Acanthostichus flexuosus,NA,Acanthostichus flexuosus,EN,FALSE,NA
MG,Accipiter poliogaster,NA,Accipiter poliogaster,CR,FALSE,NA
RJ,Accipiter poliogaster,NA,Accipiter poliogaster,VU,FALSE,NA
SC,Accipiter poliogaster,NA,Accipiter poliogaster,CR,FALSE,NA
SP,Accipiter poliogaster,NA,Accipiter poliogaster,VU,FALSE,NA
SC,Accipiter superciliosus,NA,Accipiter superciliosus,VU,FALSE,NA
ES,Acentronichthys leptos,NA,Acentronichthys leptos,EN,FALSE,NA
RJ,Acentronichthys leptos,NA,Acentronichthys leptos,VU,FALSE,NA
SP,Acherontides eleonorae,NA,Acherontides eleonorae,EN,FALSE,NA
BA,Acratosaura spinosa,NA,Acratosaura spinosa,EN,FALSE,NA
BA,Acrobatornis fonsecai,NA,Acrobatornis fonsecai,VU,FALSE,NA
Brasil,Acrobatornis fonsecai,NA,Acrobatornis fonsecai,VU,FALSE,NA
MG,Acrobatornis fonsecai,NA,Acrobatornis fonsecai,CR,FALSE,NA
SP,Actinote morio,NA,Actinote morio,CR,FALSE,NA
MG,Actinote quadra,NA,Actinote quadra,EN,FALSE,NA
SP,Actinote quadra,NA,Actinote quadra,VU,FALSE,NA
SP,Actinote zikani,NA,Actinote zikani,CR,FALSE,NA
SP,Adelomelon beckii,NA,Adelomelon beckii,VU,FALSE,NA
Brasil,Adelophryne maranguapensis,NA,Adelophryne maranguapensis,VU,FALSE,NA
SP,Adelopoma paulistanum,NA,Adelopoma paulistanum,EN,FALSE,NA
SP,Aegla cavernicola,NA,Aegla cavernicola,CR,FALSE,NA
SP,Aegla charon,NA,Aegla charon,CR,FALSE,NA
SP,Aegla franca,NA,Aegla franca,CR,FALSE,NA
SP,Aegla japi,NA,Aegla japi,VU,FALSE,NA
SP,Aegla jaragua,NA,Aegla jaragua,CR,FALSE,NA
SP,Aegla jundiai,NA,Aegla jundiai,VU,FALSE,NA
SP,Aegla leptochela,NA,Aegla leptochela,CR,FALSE,NA
SP,Aegla microphthalma,NA,Aegla microphthalma,CR,FALSE,NA
SP,Aegla paulensis,NA,Aegla paulensis,VU,FALSE,NA
SP,Aegla perobae,NA,Aegla perobae,CR,FALSE,NA
SP,Aegla rosanae,NA,Aegla rosanae,CR,FALSE,NA
SP,Aegla strinatii,NA,Aegla strinatii,VU,FALSE,NA
SP,Aegla vanini,NA,Aegla vanini,VU,FALSE,NA
PA,Agacephala margaridae,NA,Agacephala margaridae,VU,FALSE,NA
Brasil,Agalychnis granulosa,NA,Agalychnis granulosa,VU,FALSE,NA
SP,Agelaia centralis,NA,Agelaia centralis,CR,FALSE,NA
PA,Agrias amydon,NA,Agrias amydon,EN,FALSE,NA
PA,Agrias claudina,NA,Agrias claudina,EN,FALSE,NA
SP,Agrias claudina,godmani,Agrias claudina godmani,EN,TRUE,NA
PA,Agrias hewitsonius,NA,Agrias hewitsonius,EN,FALSE,NA
PA,Agrias narcissus,NA,Agrias narcissus,EN,FALSE,NA
PA,Aguarunichthys tocantinsensis,NA,Aguarunichthys tocantinsensis,VU,FALSE,NA
Brasil,Akodon mystax,NA,Akodon mystax,VU,FALSE,NA
Brasil,Alectrurus tricolor,NA,Alectrurus tricolor,VU,FALSE,NA
MG,Alectrurus tricolor,NA,Alectrurus tricolor,EN,FALSE,NA
SP,Alectrurus tricolor,NA,Alectrurus tricolor,CR,FALSE,NA
BA,Alexandresaurus camacan,NA,Alexandresaurus camacan,VU,FALSE,NA
SP,Aliger costatus,NA,Aliger costatus,VU,FALSE,NA
SP,Alipiopsitta xanthops,NA,Alipiopsitta xanthops,VU,FALSE,NA
Brasil,Allobates brunneus,NA,Allobates brunneus,CR,FALSE,NA
Brasil,Allobates goianus,NA,Allobates goianus,EN,FALSE,NA
Brasil,Allobates olfersioides,NA,Allobates olfersioides,VU,FALSE,NA
SC,Alopias superciliosus,NA,Alopias superciliosus,VU,FALSE,NA
SP,Alopias vulpinus,NA,Alopias vulpinus,VU,FALSE,NA
Brasil,Alouatta belzebul,NA,Alouatta belzebul,VU,FALSE,NA
BA,Alouatta caraya,NA,Alouatta caraya,EN,FALSE,NA
SC,Alouatta caraya,NA,Alouatta caraya,CR,FALSE,NA
SP,Alouatta caraya,NA,Alouatta caraya,EN,FALSE,NA
SC,Alouatta clamitans,NA,Alouatta clamitans,VU,FALSE,NA
Brasil,Alouatta discolor,NA,Alouatta discolor,VU,FALSE,NA
BA,Alouatta guariba,guariba,Alouatta guariba guariba,CR,TRUE,NA
Brasil,Alouatta guariba,clamitans,Alouatta guariba clamitans,VU,TRUE,NA
Brasil,Alouatta guariba,guariba,Alouatta guariba guariba,CR,TRUE,NA
MG,Alouatta guariba,clamitans,Alouatta guariba clamitans,VU,TRUE,NA
MG,Alouatta guariba,guariba,Alouatta guariba guariba,CR,TRUE,NA
SP,Alouatta guariba,clamitans,Alouatta guariba clamitans,EN,TRUE,NA
Brasil,Alouatta ululata,NA,Alouatta ululata,EN,FALSE,NA
Brasil,Amadonastur lacernulatus,NA,Amadonastur lacernulatus,VU,FALSE,Leucopternis lacernulatus, Leucopternis lacernulata
 Amadonastur lacernulatus,,,,,NA,NA
SP,Amadonastur lacernulatus,NA,Amadonastur lacernulatus,VU,FALSE,Leucopternis lacernulatus, Leucopternis lacernulata
 Amadonastur lacernulatus,,,,,NA,NA
MG,Amaurospiza moesta,NA,Amaurospiza moesta,VU,FALSE,NA
RJ,Amaurospiza moesta,NA,Amaurospiza moesta,VU,FALSE,NA
SP,Amaurospiza moesta,NA,Amaurospiza moesta,VU,FALSE,NA
SC,Amazona brasiliensis,NA,Amazona brasiliensis,CR,FALSE,NA
SP,Amazona brasiliensis,NA,Amazona brasiliensis,VU,FALSE,NA
BA,Amazona farinosa,NA,Amazona farinosa,VU,FALSE,NA
MG,Amazona farinosa,NA,Amazona farinosa,CR,FALSE,NA
RJ,Amazona farinosa,NA,Amazona farinosa,VU,FALSE,NA
SP,Amazona farinosa,NA,Amazona farinosa,CR,FALSE,NA
PA,Amazona ochrocephala,xantholaema,Amazona ochrocephala xantholaema,VU,TRUE,NA
Brasil,Amazona pretrei,NA,Amazona pretrei,VU,FALSE,NA
SC,Amazona pretrei,NA,Amazona pretrei,EN,FALSE,NA
BA,Amazona rhodocorytha,NA,Amazona rhodocorytha,EN,FALSE,NA
Brasil,Amazona rhodocorytha,NA,Amazona rhodocorytha,VU,FALSE,NA
ES,Amazona rhodocorytha,NA,Amazona rhodocorytha,CR,FALSE,NA
MG,Amazona rhodocorytha,NA,Amazona rhodocorytha,EN,FALSE,NA
RJ,Amazona rhodocorytha,NA,Amazona rhodocorytha,VU,FALSE,NA
BA,Amazona vinacea,NA,Amazona vinacea,CR,FALSE,NA
Brasil,Amazona vinacea,NA,Amazona vinacea,VU,FALSE,NA
ES,Amazona vinacea,NA,Amazona vinacea,CR,FALSE,NA
MG,Amazona vinacea,NA,Amazona vinacea,VU,FALSE,NA
RJ,Amazona vinacea,NA,Amazona vinacea,VU,FALSE,NA
SC,Amazona vinacea,NA,Amazona vinacea,EN,FALSE,NA
SP,Amazona vinacea,NA,Amazona vinacea,CR,FALSE,NA
Brasil,Ameiva parecis,NA,Ameiva parecis,EN,FALSE,NA
BA,Ameivula abaetensis,NA,Ameivula abaetensis,EN,FALSE,NA
Brasil,Ameivula abaetensis,NA,Ameivula abaetensis,EN,FALSE,NA
BA,Ameivula cyanura,NA,Ameivula cyanura,EN,FALSE,NA
Brasil,Ameivula littoralis,NA,Ameivula littoralis,EN,FALSE,NA
BA,Ameivula mumbuca,NA,Ameivula mumbuca,VU,FALSE,NA
BA,Ameivula nativo,NA,Ameivula nativo,EN,FALSE,NA
Brasil,Ameivula nativo,NA,Ameivula nativo,EN,FALSE,NA
BA,Ameivula sp.n.1,NA,Ameivula sp.n.1,CR,FALSE,NA
Brasil,Amphisbaena arda,NA,Amphisbaena arda,EN,FALSE,NA
BA,Amphisbaena frontalis,NA,Amphisbaena frontalis,VU,FALSE,NA
Brasil,Amphisbaena frontalis,NA,Amphisbaena frontalis,EN,FALSE,NA
BA,Amphisbaena hastata,NA,Amphisbaena hastata,VU,FALSE,NA
BA,Amphisbaena nigricauda,NA,Amphisbaena nigricauda,EN,FALSE,NA
Brasil,Amphisbaena nigricauda,NA,Amphisbaena nigricauda,EN,FALSE,NA
SP,Amphisbaena sanctaeritae,NA,Amphisbaena sanctaeritae,VU,FALSE,NA
Brasil,Amphisbaena supernumeraria,NA,Amphisbaena supernumeraria,EN,FALSE,NA
Brasil,Amphisbaena uroxena,NA,Amphisbaena uroxena,EN,FALSE,NA
SP,Anacroneuria iporanga,NA,Anacroneuria iporanga,EN,FALSE,NA
PA,Anapis discoidalis,NA,Anapis discoidalis,VU,FALSE,NA
SP,Angiopolybia pallens,NA,Angiopolybia pallens,VU,FALSE,NA
RJ,Anhinga anhinga,NA,Anhinga anhinga,VU,FALSE,NA
SP,Anillidris bruchi,NA,Anillidris bruchi,VU,FALSE,NA
PA,Anodontites elongatus,NA,Anodontites elongatus,VU,FALSE,NA
PA,Anodontites ensiformis,NA,Anodontites ensiformis,VU,FALSE,NA
PA,Anodontites soleniformis,NA,Anodontites soleniformis,VU,FALSE,NA
SP,Anodontites soleniformis,NA,Anodontites soleniformis,VU,FALSE,NA
SP,Anodontites tenebricosus,NA,Anodontites tenebricosus,VU,FALSE,NA
PA,Anodontites trapesialis,NA,Anodontites trapesialis,VU,FALSE,NA
SP,Anodontites trapesialis,NA,Anodontites trapesialis,VU,FALSE,NA
SP,Anodontites trapezeus,NA,Anodontites trapezeus,VU,FALSE,NA
BA,Anodorhynchus hyacinthinus,NA,Anodorhynchus hyacinthinus,EN,FALSE,NA
MG,Anodorhynchus hyacinthinus,NA,Anodorhynchus hyacinthinus,CR,FALSE,NA
PA,Anodorhynchus hyacinthinus,NA,Anodorhynchus hyacinthinus,VU,FALSE,NA
BA,Anodorhynchus leari,NA,Anodorhynchus leari,EN,FALSE,NA
Brasil,Anodorhynchus leari,NA,Anodorhynchus leari,EN,FALSE,NA
SP,Anolis meridionalis,NA,Anolis meridionalis,EN,FALSE,NA
PA,Anolis nitens,brasiliensis,Anolis nitens brasiliensis,VU,TRUE,NA
SP,Anolis punctatus,NA,Anolis punctatus,VU,FALSE,NA
BA,Anotosaura collaris,NA,Anotosaura collaris,CR,FALSE,NA
Brasil,Anthus nattereri,NA,Anthus nattereri,VU,FALSE,NA
MG,Anthus nattereri,NA,Anthus nattereri,EN,FALSE,NA
SC,Anthus nattereri,NA,Anthus nattereri,EN,FALSE,NA
SP,Anthus nattereri,NA,Anthus nattereri,EW,FALSE,NA
Brasil,Antilophia bokermanni,NA,Antilophia bokermanni,CR,FALSE,NA
SP,Antrostomus sericocaudatus,sericocaudatus,Antrostomus sericocaudatus sericocaudatus,CR,TRUE,NA
BA,Aparasphenodon arapapa,NA,Aparasphenodon arapapa,EN,FALSE,NA
Brasil,Aparasphenodon pomba,NA,Aparasphenodon pomba,CR,FALSE,NA
SC,Aplastodiscus cochranae,NA,Aplastodiscus cochranae,VU,FALSE,NA
SC,Aplastodiscus ehrhardti,NA,Aplastodiscus ehrhardti,VU,FALSE,NA
BA,Apostolepis arenaria,NA,Apostolepis arenaria,EN,FALSE,NA
Brasil,Apostolepis arenaria,NA,Apostolepis arenaria,EN,FALSE,NA
PA,Apostolepis flavotorquata,NA,Apostolepis flavotorquata,VU,FALSE,NA
BA,Apostolepis gaboi,NA,Apostolepis gaboi,EN,FALSE,NA
Brasil,Apostolepis gaboi,NA,Apostolepis gaboi,EN,FALSE,NA
Brasil,Apostolepis quirogai,NA,Apostolepis quirogai,EN,FALSE,NA
Brasil,Apostolepis serrana,NA,Apostolepis serrana,EN,FALSE,NA
Brasil,Apostolepis striata,NA,Apostolepis striata,EN,FALSE,NA
SP,Apteronotus acidops,NA,Apteronotus acidops,EN,FALSE,NA
SP,Apterostigma acre,NA,Apterostigma acre,VU,FALSE,NA
MG,Ara ararauna,NA,Ara ararauna,VU,FALSE,NA
RJ,Ara ararauna,NA,Ara ararauna,EW,FALSE,NA
SP,Ara ararauna,NA,Ara ararauna,VU,FALSE,NA
RJ,Ara chloropterus,NA,Ara chloropterus,EW,FALSE,Ara chloroptera
BA,Ara chloropterus,NA,Ara chloropterus,EN,FALSE,Ara chloroptera
MG,Ara chloropterus,NA,Ara chloropterus,CR,FALSE,Ara chloroptera
SP,Ara chloropterus,NA,Ara chloropterus,CR,FALSE,Ara chloroptera
SP,Aramides cajaneus,avicenniae,Aramides cajaneus avicenniae,VU,TRUE,NA
SP,Aramides mangle,NA,Aramides mangle,VU,FALSE,NA
RJ,Aratinga auricapilla,NA,Aratinga auricapilla,VU,FALSE,NA
ES,Aratinga auricapillus,NA,Aratinga auricapillus,VU,FALSE,NA
PA,Aratinga pintoi,NA,Aratinga pintoi,VU,FALSE,NA
Brasil,Aratinga solstitialis,NA,Aratinga solstitialis,EN,FALSE,NA
RJ,Aratus pisonii,NA,Aratus pisonii,VU,FALSE,NA
ES,Arawacus aethesa,NA,Arawacus aethesa,VU,FALSE,NA
MG,Arawacus aethesa,NA,Arawacus aethesa,EN,FALSE,NA
SP,Arhysoceble picta,NA,Arhysoceble picta,VU,FALSE,NA
Brasil,Arremonops conirostris,NA,Arremonops conirostris,VU,FALSE,NA
SP,Arrhopalites alambariensis,NA,Arrhopalites alambariensis,CR,FALSE,NA
SP,Arrhopalites amorimi,NA,Arrhopalites amorimi,CR,FALSE,NA
SP,Arrhopalites gnaspinii,NA,Arrhopalites gnaspinii,CR,FALSE,NA
SP,Arrhopalites heteroculatus,NA,Arrhopalites heteroculatus,CR,FALSE,NA
SP,Arrhopalites lawrencei,NA,Arrhopalites lawrencei,CR,FALSE,NA
RJ,Artibeus cinereus,NA,Artibeus cinereus,VU,FALSE,NA
SP,Ascidia santosi,NA,Ascidia santosi,EW,FALSE,NA
SC,Asio flammeus,NA,Asio flammeus,VU,FALSE,NA
BA,Aspronema dorsivittatum,NA,Aspronema dorsivittatum,EN,FALSE,NA
SC,Asterina stellifera,NA,Asterina stellifera,VU,FALSE,NA
SP,Asterina stellifera,NA,Asterina stellifera,VU,FALSE,NA
Brasil,Asthenes hudsoni,NA,Asthenes hudsoni,VU,FALSE,NA
SP,Asthenes moreirae,NA,Asthenes moreirae,EN,FALSE,NA
SC,Astropecten brasiliensis,NA,Astropecten brasiliensis,VU,FALSE,NA
SC,Astropecten marginatus,NA,Astropecten marginatus,VU,FALSE,NA
SC,Astyanax gymnogenys,NA,Astyanax gymnogenys,VU,FALSE,NA
SC,Astyanax gymnogenys,NA,Astyanax gymnogenys,VU,FALSE,NA
Brasil,Ateles belzebuth,NA,Ateles belzebuth,VU,FALSE,NA
Brasil,Ateles chamek,NA,Ateles chamek,VU,FALSE,NA
Brasil,Ateles marginatus,NA,Ateles marginatus,EN,FALSE,NA
PA,Ateles marginatus,NA,Ateles marginatus,VU,FALSE,NA
Brasil,Atelocynus microtis,NA,Atelocynus microtis,VU,FALSE,NA
SP,Atlantoraja castelnaui,NA,Atlantoraja castelnaui,EN,FALSE,NA
SP,Atlantoraja cyclophora,NA,Atlantoraja cyclophora,EN,FALSE,NA
SP,Atlantoraja platana,NA,Atlantoraja platana,EN,FALSE,NA
Brasil,Atractus caete,NA,Atractus caete,EN,FALSE,NA
Brasil,Atractus hoogmoedi,NA,Atractus hoogmoedi,EN,FALSE,NA
Brasil,Atractus ronnie,NA,Atractus ronnie,EN,FALSE,NA
Brasil,Atractus serranus,NA,Atractus serranus,VU,FALSE,NA
Brasil,Atractus thalesdelemai,NA,Atractus thalesdelemai,EN,FALSE,NA
ES,Atta robusta,NA,Atta robusta,VU,FALSE,NA
MG,Atticora melanoleuca,NA,Atticora melanoleuca,CR,FALSE,NA
Brasil,Attila spadiceus,uropygiatus,Attila spadiceus uropygiatus,VU,TRUE,NA
ES,Attila spadiceus,NA,Attila spadiceus,VU,FALSE,NA
RJ,Atya gabonensis,NA,Atya gabonensis,EN,FALSE,NA
ES,Atya scabra,NA,Atya scabra,VU,FALSE,NA
RJ,Atya scabra,NA,Atya scabra,VU,FALSE,NA
BA,Augastes lumachella,NA,Augastes lumachella,EN,FALSE,NA
Brasil,Augastes lumachella,NA,Augastes lumachella,EN,FALSE,NA
SC,Austrolebias carvalhoi,NA,Austrolebias carvalhoi,CR,FALSE,NA
Brasil,Automolus lammi,NA,Automolus lammi,EN,FALSE,NA
PA,Avicularia ancylochira,NA,Avicularia ancylochira,EN,FALSE,NA
MG,Awaous tajasica,NA,Awaous tajasica,CR,FALSE,NA
SP,Azteca lanuginosa,NA,Azteca lanuginosa,VU,FALSE,NA
SP,Bachia bresslaui,NA,Bachia bresslaui,EN,FALSE,NA
Brasil,Bachia didactyla,NA,Bachia didactyla,EN,FALSE,NA
Brasil,Bachia psamophila,NA,Bachia psamophila,CR,FALSE,NA
RJ,Baetodes itatiaianus,NA,Baetodes itatiaianus,VU,FALSE,NA
SP,Bagre marinus,NA,Bagre marinus,VU,FALSE,NA
BA,Balaenoptera borealis,NA,Balaenoptera borealis,EN,FALSE,NA
Brasil,Balaenoptera borealis,NA,Balaenoptera borealis,EN,FALSE,NA
RJ,Balaenoptera borealis,NA,Balaenoptera borealis,VU,FALSE,NA
Brasil,Balaenoptera musculus,NA,Balaenoptera musculus,CR,FALSE,NA
RJ,Balaenoptera musculus,NA,Balaenoptera musculus,EN,FALSE,NA
SP,Balaenoptera musculus,NA,Balaenoptera musculus,CR,FALSE,NA
BA,Balaenoptera physalus,NA,Balaenoptera physalus,EN,FALSE,NA
Brasil,Balaenoptera physalus,NA,Balaenoptera physalus,EN,FALSE,NA
PA,Balaenoptera physalus,NA,Balaenoptera physalus,EN,FALSE,NA
RJ,Balaenoptera physalus,NA,Balaenoptera physalus,VU,FALSE,NA
SP,Balaenoptera physalus,NA,Balaenoptera physalus,CR,FALSE,NA
SP,Bartramia longicauda,NA,Bartramia longicauda,VU,FALSE,NA
SC,Basiceros acutipilis,NA,Basiceros acutipilis,EN,FALSE,NA
SP,Basiceros convexiceps,NA,Basiceros convexiceps,VU,FALSE,NA
SC,Basiceros plaumanni,NA,Basiceros plaumanni,EN,FALSE,NA
SP,Benthana iporangensis,NA,Benthana iporangensis,VU,FALSE,NA
MG,Biatas nigropectus,NA,Biatas nigropectus,CR,FALSE,NA
SC,Biatas nigropectus,NA,Biatas nigropectus,VU,FALSE,NA
SP,Biatas nigropectus,NA,Biatas nigropectus,VU,FALSE,NA
SP,Bittacus diversinervis,NA,Bittacus diversinervis,VU,FALSE,NA
SP,Bittacus flavescens,NA,Bittacus flavescens,VU,FALSE,NA
RJ,Blarinomys breviceps,NA,Blarinomys breviceps,EW,FALSE,NA
Brasil,Blastocerus dichotomus,NA,Blastocerus dichotomus,VU,FALSE,NA
MG,Blastocerus dichotomus,NA,Blastocerus dichotomus,CR,FALSE,NA
SP,Blastocerus dichotomus,NA,Blastocerus dichotomus,EN,FALSE,NA
SC,Blepolenis catharinae,NA,Blepolenis catharinae,VU,FALSE,NA
Brasil,Bokermannohyla vulcaniae,NA,Bokermannohyla vulcaniae,CR,FALSE,NA
MG,Bokermannohyla vulcaniae,NA,Bokermannohyla vulcaniae,VU,FALSE,NA
Brasil,Bolitoglossa paraensis,NA,Bolitoglossa paraensis,EN,FALSE,NA
PA,Bolitoglossa paraensis,NA,Bolitoglossa paraensis,VU,FALSE,NA
SP,Bopsula evelinae,NA,Bopsula evelinae,VU,FALSE,NA
Brasil,Bothrops alcatraz,NA,Bothrops alcatraz,CR,FALSE,NA
SP,Bothrops alcatraz,NA,Bothrops alcatraz,VU,FALSE,NA
ES,Bothrops bilineatus,NA,Bothrops bilineatus,VU,FALSE,NA
BA,Bothrops bilineatus,NA,Bothrops bilineatus,VU,FALSE,NA
RJ,Bothrops bilineatus,NA,Bothrops bilineatus,EW,FALSE,NA
SP,Bothrops cotiara,NA,Bothrops cotiara,EN,FALSE,NA
SP,Bothrops diporus,NA,Bothrops diporus,EN,FALSE,NA
Brasil,Bothrops insularis,NA,Bothrops insularis,CR,FALSE,NA
SP,Bothrops insularis,NA,Bothrops insularis,CR,FALSE,NA
MG,Bothrops itapetiningae,NA,Bothrops itapetiningae,VU,FALSE,NA
SP,Bothrops itapetiningae,NA,Bothrops itapetiningae,EN,FALSE,NA
BA,Bothrops jararacussu,NA,Bothrops jararacussu,EN,FALSE,NA
Brasil,Bothrops muriciensis,NA,Bothrops muriciensis,EN,FALSE,NA
Brasil,Bothrops otavioi,NA,Bothrops otavioi,CR,FALSE,NA
SP,Bothrops otavioi,NA,Bothrops otavioi,CR,FALSE,NA
BA,Bothrops pirajai,NA,Bothrops pirajai,EN,FALSE,NA
Brasil,Bothrops pirajai,NA,Bothrops pirajai,EN,FALSE,NA
Brasil,Brachycephalus pernix,NA,Brachycephalus pernix,CR,FALSE,NA
MG,Brachygalba lugubris,melanosterna,Brachygalba lugubris melanosterna,CR,TRUE,NA
SP,Brachygalba lugubris,melanosterna,Brachygalba lugubris melanosterna,CR,TRUE,NA
SP,Brachyhypopomus jureiae,NA,Brachyhypopomus jureiae,EN,FALSE,NA
SP,Brachymyrmex brasiliensis,NA,Brachymyrmex brasiliensis,VU,FALSE,NA
SP,Brachymyrmex delabiei,NA,Brachymyrmex delabiei,VU,FALSE,NA
SP,Brachymyrmex micromegas,NA,Brachymyrmex micromegas,VU,FALSE,NA
Brasil,Brachyteles arachnoides,NA,Brachyteles arachnoides,EN,FALSE,NA
RJ,Brachyteles arachnoides,NA,Brachyteles arachnoides,CR,FALSE,NA
SP,Brachyteles arachnoides,NA,Brachyteles arachnoides,EN,FALSE,NA
BA,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,CR,FALSE,NA
Brasil,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,CR,FALSE,NA
ES,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,CR,FALSE,NA
MG,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,EN,FALSE,NA
BA,Bradypus torquatus,NA,Bradypus torquatus,VU,FALSE,NA
Brasil,Bradypus torquatus,NA,Bradypus torquatus,VU,FALSE,NA
ES,Bradypus torquatus,NA,Bradypus torquatus,EN,FALSE,NA
RJ,Bradypus torquatus,NA,Bradypus torquatus,CR,FALSE,NA
MG,Branchinecta ferrolimneta,NA,Branchinecta ferrolimneta,VU,FALSE,NA
SP,Brasiliogomphus uniseries,NA,Brasiliogomphus uniseries,CR,FALSE,NA
Brasil,Brasiliscincus caissara,NA,Brasiliscincus caissara,EN,FALSE,NA
ES,Brycon devillei,NA,Brycon devillei,CR,FALSE,NA
MG,Brycon devillei,NA,Brycon devillei,CR,FALSE,NA
ES,Brycon ferox,NA,Brycon ferox,CR,FALSE,NA
ES,Brycon insignis,NA,Brycon insignis,CR,FALSE,NA
MG,Brycon insignis,NA,Brycon insignis,CR,FALSE,NA
SP,Brycon insignis,NA,Brycon insignis,CR,FALSE,NA
MG,Brycon nattereri,NA,Brycon nattereri,EN,FALSE,NA
SP,Brycon nattereri,NA,Brycon nattereri,CR,FALSE,NA
MG,Brycon opalinus,NA,Brycon opalinus,CR,FALSE,NA
SP,Brycon opalinus,NA,Brycon opalinus,EN,FALSE,NA
MG,Brycon orbignyanus,NA,Brycon orbignyanus,CR,FALSE,NA
SC,Brycon orbignyanus,NA,Brycon orbignyanus,EN,FALSE,NA
SP,Brycon orbignyanus,NA,Brycon orbignyanus,CR,FALSE,NA
MG,Brycon vermelha,NA,Brycon vermelha,CR,FALSE,NA
SP,Bunocephalus larai,NA,Bunocephalus larai,VU,FALSE,NA
RJ,Busarellus nigricollis,NA,Busarellus nigricollis,VU,FALSE,NA
SC,Buteo melanoleucus,NA,Buteo melanoleucus,VU,FALSE,NA
SP,Buteogallus aequinoctialis,NA,Buteogallus aequinoctialis,EW,FALSE,NA
BA,Caaeteboia amarali,NA,Caaeteboia amarali,EN,FALSE,NA
SC,Caaeteboia amarali,NA,Caaeteboia amarali,EN,FALSE,NA
Brasil,Cacajao hosomi,NA,Cacajao hosomi,EN,FALSE,NA
SP,Caenoptychia boulleti,NA,Caenoptychia boulleti,CR,FALSE,NA
RJ,Caimam latirostris,NA,Caimam latirostris,EN,FALSE,NA
RJ,Cairina moschata,NA,Cairina moschata,VU,FALSE,NA
Brasil,Calamodontophis paucidens,NA,Calamodontophis paucidens,EN,FALSE,NA
Brasil,Calamodontophis ronaldoi,NA,Calamodontophis ronaldoi,EN,FALSE,NA
Brasil,Calidris canutus,NA,Calidris canutus,CR,FALSE,NA
SP,Calidris canutus,rufa,Calidris canutus rufa,CR,TRUE,NA
Brasil,Calidris pusilla,NA,Calidris pusilla,EN,FALSE,NA
SP,Calidris pusilla,NA,Calidris pusilla,EN,FALSE,NA
Brasil,Calidris subruficollis,NA,Calidris subruficollis,VU,FALSE,NA
SP,Calidris subruficollis,NA,Calidris subruficollis,VU,FALSE,NA
BA,Callicebus barbarabrownae,NA,Callicebus barbarabrownae,CR,FALSE,NA
Brasil,Callicebus barbarabrownae,NA,Callicebus barbarabrownae,CR,FALSE,NA
BA,Callicebus coimbrai,NA,Callicebus coimbrai,EN,FALSE,NA
Brasil,Callicebus coimbrai,NA,Callicebus coimbrai,EN,FALSE,NA
BA,Callicebus melanochir,NA,Callicebus melanochir,VU,FALSE,NA
Brasil,Callicebus melanochir,NA,Callicebus melanochir,VU,FALSE,NA
MG,Callicebus melanochir,NA,Callicebus melanochir,EN,FALSE,NA
Brasil,Callicebus personatus,NA,Callicebus personatus,VU,FALSE,NA
ES,Callicebus personatus,NA,Callicebus personatus,VU,FALSE,NA
MG,Callicebus personatus,NA,Callicebus personatus,EN,FALSE,NA
RJ,Callicebus personatus,NA,Callicebus personatus,VU,FALSE,NA
MG,Callicore hydarnis,NA,Callicore hydarnis,EN,FALSE,NA
SP,Callicore hydarnis,NA,Callicore hydarnis,EN,FALSE,NA
RJ,Callinectes larvatus,NA,Callinectes larvatus,VU,FALSE,NA
BA,Callistomys pictus,NA,Callistomys pictus,EN,FALSE,NA
Brasil,Callistomys pictus,NA,Callistomys pictus,EN,FALSE,NA
Brasil,Callithrix aurita,NA,Callithrix aurita,EN,FALSE,NA
MG,Callithrix aurita,NA,Callithrix aurita,EN,FALSE,NA
RJ,Callithrix aurita,NA,Callithrix aurita,VU,FALSE,NA
SP,Callithrix aurita,NA,Callithrix aurita,EN,FALSE,NA
Brasil,Callithrix flaviceps,NA,Callithrix flaviceps,EN,FALSE,NA
ES,Callithrix flaviceps,NA,Callithrix flaviceps,EN,FALSE,NA
MG,Callithrix flaviceps,NA,Callithrix flaviceps,EN,FALSE,NA
MG,Callithrix kuhlii,NA,Callithrix kuhlii,EN,FALSE,NA
Brasil,Caluromysiops irrupta,NA,Caluromysiops irrupta,CR(PEX),FALSE,NA
BA,Calyptommatus leiolepis,NA,Calyptommatus leiolepis,VU,FALSE,NA
